,DATE & TIME,ARRIVAL / DEPARTURE,VESSEL,VESSEL TYPE,FROM,TO,IN PORT,link,snippet,imo_number,div_content,location_1,Arrival_1,location_2,Arrival_2,location_3,Arrival_3,location_4,Arrival_4,location_5,Arrival_5
0,Wed 20 Mar 20:00,ARRIVAL,KOTA LIMA,CONTAINER SHIP (FULLY CELLULAR),CHIWAN PT,12 BROTHERSON DOCK (BD12),NO,https://www.vesselfinder.com/vessels/details/9267651,"IMO number, 9267651. Vessel Name, KOTA LIMA. Ship type, Container Ship. Flag, Liberia. Homeport. Gross Tonnage, 66292. Summer Deadweight (t), 67197. Length ...",9267651,"<div><a href=""/ports/AUBTB002"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Botany Bay, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 20, 09:48</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 22, 08:20</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">1d 22h</div></div></div></div><div><a href=""/ports/CNSZX001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""China"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/cn.svg)""></span>Shenzhen, China</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 6, 21:03</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 7, 09:14</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">12h 11m</div></div></div></div><div><a href=""/ports/CNNSA001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""China"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/cn.svg)""></span>Nansha, China</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 5, 21:15</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 6, 10:06</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">12h 50m</div></div></div></div><div><a href=""/ports/CNSHG002"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""China"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/cn.svg)""></span>Shanghai, China</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 2, 18:57</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 3, 08:04</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">13h 6m</div></div></div></div><div><a href=""/ports/CNQDG002"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""China"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/cn.svg)""></span>Qingdao, China</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 29, 10:28</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 1, 13:07</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">1d 2h</div></div></div></div>","Botany Bay, Australia","Mar 20, 09:48","Shenzhen, China","Mar 6, 21:03","Nansha, China","Mar 5, 21:15","Shanghai, China","Mar 2, 18:57","Qingdao, China","Feb 29, 10:28"
1,Wed 20 Mar 22:00,ARRIVAL,MSC KANU F,CONTAINER SHIP (FULLY CELLULAR),BELL BAY,9 BROTHERSON DOCK (BD9),NO,https://www.vesselfinder.com/vessels/details/9236585,"IMO number, 9236585. Vessel Name, MSC KANU F. Ship type, Container Ship. Flag, Liberia. Homeport. Gross Tonnage, 14241. Summer Deadweight (t), 18402. Length ...",9236585,"<div><a href=""/ports/AUBTB002"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Botany Bay, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 20, 12:10</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">-</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">-</div></div></div></div><div><a href=""/ports/AUBEL001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Bell Bay, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 17, 18:43</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 18, 07:26</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">12h 43m</div></div></div></div><div><a href=""/ports/AUBTB002"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Botany Bay, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 28, 02:00</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 15, 20:50</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">16d 18h</div></div></div></div><div><a href=""/ports/FJLTK001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Fiji"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/fj.svg)""></span>Lautoka, Fiji</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 20, 13:40</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Feb 21, 02:30</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">12h 50m</div></div></div></div><div><a href=""/ports/FJLTK001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Fiji"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/fj.svg)""></span>Lautoka Anch., Fiji</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 16, 00:15</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Feb 20, 11:34</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">4d 11h</div></div></div></div>","Botany Bay, Australia","Mar 20, 12:10","Bell Bay, Australia","Mar 17, 18:43","Botany Bay, Australia","Feb 28, 02:00","Lautoka, Fiji","Feb 20, 13:40","Lautoka Anch., Fiji","Feb 16, 00:15"
2,Thu 21 Mar 03:00,ARRIVAL,WIDE INDIA,CONTAINER SHIP (FULLY CELLULAR),AUCKLAND,7 BROTHERSON DOCK (BD7),NO,https://www.vesselfinder.com/vessels/details/9698252,"Container Ship, IMO 9698252 ... The current position of WIDE INDIA is at East Australia reported 0 min ago by AIS. The vessel is en route to the port of Sydney, ...",,"<div><a href=""/ports/AUBTB002"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Botany Bay, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 21, 07:16</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">-</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">-</div></div></div></div><div><a href=""/ports/NZAKL001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""New Zealand"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/nz.svg)""></span>Auckland, New Zealand</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 14, 13:57</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 15, 10:08</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">20h 10m</div></div></div></div><div><a href=""/ports/USOAK001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""United States (USA)"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/us.svg)""></span>Oakland, United States (USA)</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 27, 23:31</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Feb 28, 12:54</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">13h 22m</div></div></div></div><div><a href=""/ports/USLAX001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""United States (USA)"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/us.svg)""></span>Los Angeles, United States (USA)</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 17, 09:51</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Feb 19, 12:53</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">2d 3h</div></div></div></div><div><a href=""/ports/USLGB001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""United States (USA)"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/us.svg)""></span>Long Beach Anch., United States (USA)</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 15, 12:25</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Feb 17, 09:18</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">1d 20h</div></div></div></div>","Botany Bay, Australia","Mar 21, 07:16","Auckland, New Zealand","Mar 14, 13:57","Oakland, United States (USA)","Feb 27, 23:31","Los Angeles, United States (USA)","Feb 17, 09:51","Long Beach Anch., United States (USA)","Feb 15, 12:25"
3,Thu 21 Mar 15:00,ARRIVAL,GASCHEM HOMER,LPG TANKER,BRISBANE,BULK LIQUID BERTH 1 (BLB1),NO,https://www.vesselfinder.com/vessels/details/9915258,"Vessel GASCHEM HOMER (IMO 9915258, MMSI 636093032) is a LPG Tanker built in 2021 and currently sailing under the flag of Liberia.",,"<div><a href=""/ports/AUBNE001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Brisbane, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 18, 17:44</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 19, 09:29</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">15h 44m</div></div></div></div><div><a href=""/ports/AUBNE001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Brisbane Anch., Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 17, 01:40</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 18, 13:39</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">1d 11h</div></div></div></div><div><a href=""/ports/AUHAS001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Hastings, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 12, 19:48</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 13, 10:06</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">14h 17m</div></div></div></div><div><a href=""/ports/AUDPO001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Devonport, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 6, 20:20</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 7, 07:12</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">10h 51m</div></div></div></div><div><a href=""/ports/AUDPO001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Devonport Anch., Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 2, 01:15</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 6, 19:57</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">4d 18h</div></div></div></div>","Brisbane, Australia","Mar 18, 17:44","Brisbane Anch., Australia","Mar 17, 01:40","Hastings, Australia","Mar 12, 19:48","Devonport, Australia","Mar 6, 20:20","Devonport Anch., Australia","Mar 2, 01:15"
4,Thu 21 Mar 17:00,ARRIVAL,MARI COUVA,CHEMICAL/PRODUCTS TANKER,ONSAN/ULSAN,BULK LIQUID BERTH 1 (BLB1),NO,https://www.vesselfinder.com/vessels/details/9848584,"MARI COUVA ; Callsign, LAVL5 ; Flag, Norway ; Length / Beam, 183 / 32 m ; Port Calls, 35 ; IMO number, 9848584.",9848584,"<div><a href=""/ports/AUBTB002"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Botany Bay, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 21, 14:18</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">-</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">-</div></div></div></div><div><a href=""/ports/KRONS001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Korea"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/kr.svg)""></span>Onsan, Korea</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 4, 05:42</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 5, 09:55</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">1d 4h</div></div></div></div><div><a href=""/ports/KRONS001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Korea"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/kr.svg)""></span>Onsan, Korea</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 27, 22:14</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Feb 29, 03:10</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">1d 4h</div></div></div></div><div><a href=""/ports/KRUSN001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Korea"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/kr.svg)""></span>Ulsan Anch., Korea</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 24, 14:42</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Feb 26, 04:41</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">1d 13h</div></div></div></div><div><a href=""/ports/KRUSN001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Korea"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/kr.svg)""></span>Ulsan Anch., Korea</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 17, 06:20</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Feb 17, 21:20</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">14h 59m</div></div></div></div>","Botany Bay, Australia","Mar 21, 14:18","Onsan, Korea","Mar 4, 05:42","Onsan, Korea","Feb 27, 22:14","Ulsan Anch., Korea","Feb 24, 14:42","Ulsan Anch., Korea","Feb 17, 06:20"
5,Thu 21 Mar 20:30,ARRIVAL,CARL SCHULTE,CONTAINER SHIP (FULLY CELLULAR),MELBOURNE,HAYES DOCK 2 (HD2),NO,https://www.vesselfinder.com/vessels/details/9665683,"CARL SCHULTE · Container Ship, IMO 9665683 · Position & Voyage Data · Map position & Weather · Recent Port Calls · Vessel Utilization · Vessel Particulars · History ...",,"<div><a href=""/ports/AUBTB002"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Botany Bay, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 21, 10:51</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">-</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">-</div></div></div></div><div><a href=""/ports/AUMEL001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Melbourne, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 17, 02:08</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 19, 08:45</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">2d 6h</div></div></div></div><div><a href=""/ports/SGSIN001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Singapore"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/sg.svg)""></span>Singapore Anch. 4, Singapore</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 6, 18:05</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 7, 08:17</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">14h 11m</div></div></div></div><div><a href=""/ports/SGSIN001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Singapore"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/sg.svg)""></span>Singapore, Singapore</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 6, 02:11</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 6, 17:37</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">15h 25m</div></div></div></div><div><a href=""/ports/SGSIN001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Singapore"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/sg.svg)""></span>Singapore Anch. 4, Singapore</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 4, 23:35</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 6, 01:46</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">1d 2h</div></div></div></div>","Botany Bay, Australia","Mar 21, 10:51","Melbourne, Australia","Mar 17, 02:08","Singapore Anch. 4, Singapore","Mar 6, 18:05","Singapore, Singapore","Mar 6, 02:11","Singapore Anch. 4, Singapore","Mar 4, 23:35"
6,Fri 22 Mar 02:15,ARRIVAL,MANDALAY,CONTAINER SHIP (FULLY CELLULAR),BRISBANE,HAYES DOCK 1 (HD1),NO,https://www.vesselfinder.com/vessels/details/9743502,"Vessel MANDALAY (IMO 9743502, MMSI 563024900) is ... The vessel MANDALAY (IMO 9743502, MMSI 563024900) ... IMO number, 9743502. Vessel Name, MANDALAY. Ship type ...",9743502,"<div><a href=""/ports/AUBTB002"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Botany Bay, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 21, 18:36</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">-</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">-</div></div></div></div><div><a href=""/ports/AUBNE001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Australia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/au.svg)""></span>Brisbane, Australia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 18, 16:28</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 19, 23:24</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">1d 6h</div></div></div></div><div><a href=""/ports/NCNOU001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""New Caledonia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/nc.svg)""></span>Noumea, New Caledonia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 13, 18:28</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 14, 07:40</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">13h 11m</div></div></div></div><div><a href=""/ports/PFPPT001"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""French Polynesia"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/pf.svg)""></span>Papeete, French Polynesia</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Mar 6, 16:29</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Mar 7, 05:35</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">13h 5m</div></div></div></div><div><a href=""/ports/PAPCN006"" class=""flx _rLk t5UW5""><span class=""flag-icon _jFl3"" title=""Panama"" style=""background-image:url(https://static.vesselfinder.net/images/flags/4x3/pa.svg)""></span>Panama Canal Anch. Atlantic, Panama</a><div class=""flx _1hgmG""><div class=""_211eJ""><div class=""_2nufK"">Arrival (UTC)</div><div class=""_1GQkK"">Feb 23, 12:47</div></div><div class=""_211eJ""><div class=""_2nufK"">Departure (UTC)</div><div class=""_1GQkK"">Feb 23, 16:04</div></div><div class=""_2q7TN""><div class=""_2nufK"">In Port</div><div class=""_1GQkK"">3h 17m</div></div></div></div>","Botany Bay, Australia","Mar 21, 18:36","Brisbane, Australia","Mar 18, 16:28","Noumea, New Caledonia","Mar 13, 18:28","Papeete, French Polynesia","Mar 6, 16:29","Panama Canal Anch. Atlantic, Panama","Feb 23, 12:47"
